txn_id,customer_id,txn_date,txn_city,amount,merchant_name,category,status,method
1843,212,2023-05-24,Boston,504.39,Airbnb,Travel,Success,Debit
1844,191,2023-04-30,Detroit,322.04,Delta Airlines,Travel,Failed,Debit
1845,197,2023-03-09,Las Vegas,35.29,Chipotle,Food,Success,Debit
1846,180,2023-06-11,Phoenix,4.09,Starbucks,Food,Success,Credit
1847,163,2023-02-23,Phoenix,14.82,Spotify,Entertainment,Success,Credit
1848,231,2023-06-12,Las Vegas,468.65,Airbnb,Travel,Success,Credit
1849,212,2023-02-03,Boston,50.08,Target,Shopping,Success,Debit
1850,111,2023-02-21,Washington,7.39,Starbucks,Food,Success,Credit
1851,26,2023-05-11,Chicago,57.6,Amazon,Shopping,Success,Debit
1852,225,2023-01-03,Detroit,383.36,Comcast,Bills,Success,Debit
1853,102,2023-03-14,New York,778.08,Airbnb,Travel,Success,Debit
1854,170,2023-01-09,New York,14.01,Netflix,Entertainment,Failed,Credit
1855,71,2023-02-13,Miami,9.5,Starbucks,Food,Success,Credit
1856,227,2023-06-22,Houston,41.22,Chipotle,Food,Success,Debit
1857,141,2023-02-14,Chicago,71.24,Walmart,Shopping,Failed,Debit
1858,65,2023-02-12,Milwaukee,466.86,Amazon,Shopping,Success,Credit
1859,105,2023-05-17,Richmond,183.86,Amazon,Shopping,Success,Credit
1860,140,2023-01-20,Detroit,9.92,McDonalds,Food,Success,Credit
1861,162,2023-05-01,Boston,199.26,Target,Shopping,Success,Debit
1862,128,2023-01-20,Boston,7.09,McDonalds,Food,Success,Debit
1863,245,2023-02-12,Boston,13.99,McDonalds,Food,Success,Credit
1864,204,2023-04-29,Miami,364.37,Comcast,Bills,Success,Credit
1865,40,2023-05-29,Boston,27.76,Uber,Travel,Success,Debit
1866,150,2023-03-04,Baltimore,118.9,Verizon,Bills,Success,Debit
1867,181,2023-04-29,Las Vegas,36.27,Chipotle,Food,Success,Credit
1868,196,2023-06-30,Phoenix,989.6,Chipotle,Food,Success,Debit
1869,13,2023-05-14,Houston,54.46,Walmart,Shopping,Success,Credit
1870,169,2023-01-04,Philadelphia,240.29,Con Edison,Bills,Success,Debit
1871,47,2023-06-20,Charlotte,14.31,Netflix,Entertainment,Success,Credit
1872,17,2023-02-22,Las Vegas,75.54,Verizon,Bills,Success,Debit
1873,33,2023-01-24,Houston,9.01,Spotify,Entertainment,Failed,Credit
1874,79,2023-01-05,Phoenix,16,AMC Theaters,Entertainment,Success,Debit
1875,250,2023-02-08,Atlanta,123.5,Verizon,Bills,Success,Credit
1876,116,2023-06-05,New Orleans,119.61,Verizon,Bills,Success,Debit
1877,13,2023-03-18,Houston,12.88,Spotify,Entertainment,Success,Debit
1878,198,2023-06-14,Milwaukee,13.94,McDonalds,Food,Success,Debit
1879,68,2023-05-23,Baltimore,4.62,Starbucks,Food,Success,Credit
1880,173,2023-02-19,Orlando,24.71,Chipotle,Food,Success,Credit
1881,189,2023-02-26,Richmond,39.36,Verizon,Bills,Success,Debit
1882,45,2023-06-25,Detroit,185.53,Target,Shopping,Success,Credit
1883,108,2023-02-19,Detroit,146.98,Walmart,Shopping,Success,Credit
1884,204,2023-05-16,Miami,13.48,AMC Theaters,Entertainment,Success,Credit
1885,30,2023-04-25,New York,51.89,Chipotle,Food,Success,Credit
1886,71,2023-06-30,Miami,357.29,Comcast,Bills,Success,Debit
1887,212,2023-04-11,Boston,21.58,Uber,Travel,Success,Credit
1888,166,2023-02-02,New Orleans,567.35,Comcast,Bills,Success,Credit
1889,144,2023-05-17,Boston,11.96,Spotify,Entertainment,Success,Credit
1890,49,2023-06-11,Nashville,367.93,Amazon,Shopping,Success,Credit
1891,98,2023-06-12,New Orleans,5.61,Starbucks,Food,Success,Credit
1892,202,2023-03-15,Philadelphia,146.2,Target,Shopping,Success,Debit
1893,140,2023-05-06,Detroit,119.49,Comcast,Bills,Success,Debit
1894,210,2023-04-25,Houston,55.79,Walmart,Shopping,Success,Credit
1895,209,2023-05-17,Chicago,133.87,Target,Shopping,Success,Debit
1896,230,2023-02-15,Phoenix,150.33,Walmart,Shopping,Success,Credit
1897,11,2023-03-24,Newark,18.14,Netflix,Entertainment,Success,Debit
1898,100,2023-03-15,Baltimore,21.51,AMC Theaters,Entertainment,Failed,Debit
1899,79,2023-04-17,Phoenix,184.75,Walmart,Shopping,Success,Credit
1900,26,2023-04-18,Chicago,19.49,Netflix,Entertainment,Failed,Credit
1901,204,2023-05-08,Miami,19.28,Netflix,Entertainment,Success,Credit
1902,12,2023-06-12,Columbus,22.88,Chipotle,Food,Success,Debit
1903,171,2023-01-04,Miami,27.01,Chipotle,Food,Success,Debit
1904,18,2023-06-10,Milwaukee,47.57,Uber,Travel,Success,Credit
1905,145,2023-05-26,Phoenix,526.21,Comcast,Bills,Success,Credit
1906,222,2023-01-17,Richmond,498.95,Comcast,Bills,Success,Credit
1907,153,2023-02-26,Baltimore,11.24,Spotify,Entertainment,Success,Debit
1908,248,2023-05-24,Milwaukee,382.72,Airbnb,Travel,Success,Credit
1909,178,2023-02-18,Washington,14.49,Chipotle,Food,Success,Credit
1910,114,2023-04-03,Las Vegas,114.34,Walmart,Shopping,Success,Debit
1911,248,2023-02-07,Milwaukee,599.12,Comcast,Bills,Success,Credit
1912,76,2023-01-05,Houston,12.95,Netflix,Entertainment,Success,Debit
1913,89,2023-05-26,Charlotte,559.7,Comcast,Bills,Success,Credit
1914,185,2023-05-01,Baltimore,58.08,Airbnb,Travel,Failed,Debit
1915,161,2023-03-17,Washington,107.3,Walmart,Shopping,Success,Debit
1916,68,2023-04-17,Baltimore,188.83,Amazon,Shopping,Success,Debit
1917,248,2023-05-23,Milwaukee,510.97,Delta Airlines,Travel,Failed,Credit
1918,43,2023-04-04,Atlanta,12.67,Netflix,Entertainment,Success,Credit
1919,84,2023-05-12,Baltimore,592.48,Comcast,Bills,Success,Debit
1920,132,2023-03-01,New Orleans,85.5,Uber,Travel,Success,Credit
1921,73,2023-06-14,Charlotte,284.62,Comcast,Bills,Success,Credit
1922,71,2023-05-06,Miami,145.97,Verizon,Bills,Success,Credit
1923,192,2023-01-10,Chicago,134.01,Walmart,Shopping,Success,Debit
1924,41,2023-02-07,Baltimore,31.53,Verizon,Bills,Success,Debit
1925,161,2023-01-02,Washington,10.88,Netflix,Entertainment,Success,Debit
1926,145,2023-05-23,Phoenix,200.28,Con Edison,Bills,Success,Debit
1927,230,2023-02-15,Phoenix,485.08,Amazon,Shopping,Success,Debit
1928,192,2023-04-15,Chicago,471.77,Amazon,Shopping,Success,Debit
1929,219,2023-01-09,Philadelphia,9.93,Spotify,Entertainment,Success,Credit
1930,169,2023-02-02,Philadelphia,93.98,Comcast,Bills,Success,Debit
1931,71,2023-06-17,Miami,77.82,Uber,Travel,Success,Credit
1932,63,2023-01-28,Phoenix,217.79,Con Edison,Bills,Success,Credit
1933,225,2023-03-07,Detroit,94.17,Walmart,Shopping,Success,Credit
1934,213,2023-04-06,Phoenix,13.29,Chipotle,Food,Success,Credit
1935,134,2023-03-20,Baltimore,14.23,Chipotle,Food,Success,Debit
1936,131,2023-03-31,Milwaukee,164.39,Target,Shopping,Success,Debit
1937,94,2023-03-09,Boston,147.87,Con Edison,Bills,Success,Credit
1938,105,2023-03-21,Richmond,378.46,Amazon,Shopping,Failed,Credit
1939,114,2023-03-15,Las Vegas,40,Walmart,Shopping,Success,Debit
1940,139,2023-01-03,Charlotte,919.42,Comcast,Bills,Success,Debit
1941,115,2023-05-14,Milwaukee,4,Starbucks,Food,Success,Credit
1942,162,2023-06-06,Boston,62.23,Walmart,Shopping,Success,Credit
1943,32,2023-06-20,Columbus,7.64,McDonalds,Food,Success,Debit
1944,194,2023-03-14,Washington,22.56,AMC Theaters,Entertainment,Success,Credit
1945,21,2023-03-04,Baltimore,577.58,Delta Airlines,Travel,Success,Debit
1946,163,2023-05-08,Phoenix,10.96,McDonalds,Food,Success,Credit
1947,152,2023-02-27,New York,9.08,Spotify,Entertainment,Success,Debit
1948,96,2023-04-08,Las Vegas,441.84,Comcast,Bills,Success,Credit
1949,236,2023-06-02,Philadelphia,85.98,Airbnb,Travel,Failed,Credit
1950,20,2023-01-04,Boston,9.75,Starbucks,Food,Success,Debit
1951,137,2023-01-03,Miami,148.14,Verizon,Bills,Success,Credit
1952,49,2023-01-02,Nashville,15.88,Chipotle,Food,Success,Debit
1953,109,2023-06-21,Chicago,14.28,Chipotle,Food,Success,Credit
1954,181,2023-01-23,Las Vegas,19.8,Chipotle,Food,Success,Credit
1955,161,2023-05-08,Washington,179.93,Con Edison,Bills,Failed,Credit
1956,222,2023-04-26,Richmond,30.3,Uber,Travel,Success,Credit
1957,138,2023-06-05,Richmond,29.68,Uber,Travel,Failed,Credit
1958,12,2023-03-09,Columbus,616.48,Comcast,Bills,Success,Credit
1959,119,2023-02-03,Philadelphia,123.95,Amazon,Shopping,Success,Debit
1960,213,2023-03-12,Phoenix,360.57,Airbnb,Travel,Success,Credit
1961,78,2023-03-08,Boston,103.72,Delta Airlines,Travel,Success,Credit
1962,162,2023-03-06,Boston,363.66,Delta Airlines,Travel,Success,Debit
1963,159,2023-02-08,Chicago,81.72,Chipotle,Food,Success,Debit
1964,247,2023-02-05,Las Vegas,135.49,Delta Airlines,Travel,Failed,Credit
1965,62,2023-02-18,Boston,691.38,Comcast,Bills,Success,Debit
1966,78,2023-06-21,Boston,244.46,Delta Airlines,Travel,Failed,Credit
1967,93,2023-05-16,Washington,47.25,Target,Shopping,Success,Credit
1968,170,2023-01-19,New York,7.12,Starbucks,Food,Success,Credit
1969,134,2023-05-13,Baltimore,36.07,Uber,Travel,Success,Credit
1970,85,2023-06-08,Philadelphia,13.19,Spotify,Entertainment,Success,Credit
1971,15,2023-01-11,New Orleans,276.11,Amazon,Shopping,Success,Debit
1972,151,2023-06-28,Philadelphia,151.76,Walmart,Shopping,Success,Debit
1973,120,2023-05-12,New York,8.48,McDonalds,Food,Success,Debit
1974,36,2023-05-31,Phoenix,58.78,Chipotle,Food,Success,Credit
1975,237,2023-05-23,New York,72.17,Con Edison,Bills,Success,Debit
1976,237,2023-04-13,New York,133.09,Amazon,Shopping,Failed,Debit
1977,191,2023-02-07,Detroit,431,Airbnb,Travel,Success,Credit
1978,225,2023-06-09,Detroit,37.83,Verizon,Bills,Success,Debit
1979,111,2023-03-02,Washington,91.06,Amazon,Shopping,Success,Credit
1980,202,2023-02-13,Philadelphia,157.44,Target,Shopping,Success,Debit
1981,209,2023-06-08,Chicago,81.32,Walmart,Shopping,Success,Debit
1982,177,2023-05-23,Houston,125.13,Con Edison,Bills,Success,Credit
1983,84,2023-01-21,Baltimore,23.59,Chipotle,Food,Success,Credit
1984,246,2023-02-12,Phoenix,132.34,Con Edison,Bills,Success,Debit
1985,124,2023-06-29,Detroit,179.52,Target,Shopping,Success,Debit
1986,244,2023-01-02,Washington,110.63,Con Edison,Bills,Success,Credit
1987,53,2023-05-01,Baltimore,49.7,Uber,Travel,Success,Debit
1988,20,2023-02-07,Boston,168.97,Walmart,Shopping,Success,Credit
1989,218,2023-04-19,Baltimore,249.38,Amazon,Shopping,Success,Debit
1990,213,2023-02-02,Phoenix,124.73,Verizon,Bills,Success,Debit
1991,198,2023-06-30,Milwaukee,58.41,Verizon,Bills,Success,Debit
1992,96,2023-05-02,Las Vegas,183.27,Target,Shopping,Failed,Debit
1993,66,2023-03-30,New Orleans,67.81,Chipotle,Food,Success,Credit
1994,208,2023-06-29,Detroit,170.69,Walmart,Shopping,Success,Debit
1995,169,2023-04-05,Philadelphia,88.47,Verizon,Bills,Success,Debit
1996,250,2023-03-29,Atlanta,13.34,McDonalds,Food,Success,Credit
1997,233,2023-06-05,New Orleans,13.29,McDonalds,Food,Success,Debit
1998,91,2023-05-10,Chicago,68.1,Chipotle,Food,Success,Credit
1999,204,2023-02-27,Miami,92.91,Walmart,Shopping,Success,Debit
2000,176,2023-03-13,Chicago,10.37,McDonalds,Food,Success,Credit
2001,37,2023-01-02,Las Vegas,11.93,Netflix,Entertainment,Success,Credit
2002,100,2023-01-20,Baltimore,91.08,Verizon,Bills,Success,Credit
2003,210,2023-02-20,Houston,43.92,Target,Shopping,Failed,Debit
2004,82,2023-03-06,New Orleans,790.69,Comcast,Bills,Failed,Credit
2005,174,2023-02-05,Charlotte,949.54,Airbnb,Travel,Failed,Debit
2006,45,2023-04-08,Detroit,12.86,Chipotle,Food,Success,Credit
2007,174,2023-02-13,Charlotte,351.17,Airbnb,Travel,Failed,Credit
2008,140,2023-04-08,Detroit,5.12,McDonalds,Food,Success,Credit
2009,202,2023-02-22,Philadelphia,14.5,McDonalds,Food,Success,Debit
2010,76,2023-03-05,Houston,18.26,AMC Theaters,Entertainment,Success,Debit
2011,181,2023-03-18,Las Vegas,30.66,AMC Theaters,Entertainment,Success,Credit
2012,52,2023-06-14,Orlando,74.94,Uber,Travel,Success,Credit
2013,215,2023-05-17,Milwaukee,19.7,Netflix,Entertainment,Success,Credit
2014,77,2023-02-26,Washington,88.83,Uber,Travel,Success,Debit
2015,188,2023-04-04,Miami,24.05,AMC Theaters,Entertainment,Success,Credit
2016,28,2023-03-24,Los Angeles,937.99,Comcast,Bills,Success,Credit
2017,247,2023-03-12,Las Vegas,13.37,Spotify,Entertainment,Success,Debit
2018,86,2023-05-10,New York,144.34,Con Edison,Bills,Success,Credit
2019,21,2023-02-06,Baltimore,401.87,Delta Airlines,Travel,Success,Debit
2020,157,2023-06-26,Charlotte,569.18,Delta Airlines,Travel,Success,Credit
2021,114,2023-04-26,Las Vegas,79.89,Uber,Travel,Success,Credit
2022,136,2023-05-03,New York,181.59,Walmart,Shopping,Success,Credit
2023,184,2023-02-09,Atlanta,432.43,Delta Airlines,Travel,Success,Debit
2024,147,2023-06-27,Milwaukee,98.48,Con Edison,Bills,Success,Credit
2025,93,2023-03-01,Washington,7.03,Starbucks,Food,Success,Debit
2026,184,2023-03-22,Atlanta,158.43,Con Edison,Bills,Success,Debit
2027,201,2023-01-17,Baltimore,421.15,Amazon,Shopping,Success,Credit
2028,66,2023-06-29,New Orleans,14.43,Spotify,Entertainment,Success,Credit
2029,129,2023-06-30,Phoenix,92.92,Con Edison,Bills,Success,Debit
2030,5,2023-05-10,Detroit,7.3,Starbucks,Food,Success,Credit
2031,1,2023-04-27,Baltimore,213.95,Comcast,Bills,Success,Credit
2032,129,2023-01-14,Phoenix,230.04,Delta Airlines,Travel,Success,Credit
2033,182,2023-06-24,Milwaukee,19.53,Netflix,Entertainment,Success,Debit
2034,102,2023-01-28,New York,305.19,Delta Airlines,Travel,Success,Credit
2035,181,2023-04-23,Las Vegas,479.96,Amazon,Shopping,Success,Credit
2036,136,2023-01-22,New York,208.12,Delta Airlines,Travel,Success,Debit
2037,36,2023-01-28,Phoenix,5.87,McDonalds,Food,Success,Credit
2038,120,2023-03-25,New York,159.68,Target,Shopping,Success,Debit
2039,176,2023-04-26,Chicago,767.54,Comcast,Bills,Success,Credit
2040,219,2023-04-03,Philadelphia,423.86,Delta Airlines,Travel,Success,Debit
2041,124,2023-01-13,Detroit,11.49,McDonalds,Food,Success,Credit
2042,189,2023-02-12,Richmond,168.05,Con Edison,Bills,Success,Credit
2043,30,2023-04-01,New York,181.77,Target,Shopping,Success,Credit
2044,180,2023-04-08,Phoenix,14.66,Spotify,Entertainment,Success,Credit
2045,168,2023-03-27,Baltimore,55.7,Chipotle,Food,Success,Credit
2046,225,2023-05-26,Detroit,358.66,Airbnb,Travel,Success,Credit
2047,112,2023-01-20,Boston,17.56,Netflix,Entertainment,Success,Credit
2048,222,2023-03-20,Richmond,11,Spotify,Entertainment,Success,Credit
2049,165,2023-05-30,Milwaukee,190.07,Con Edison,Bills,Success,Debit
2050,18,2023-06-30,Milwaukee,128.29,Con Edison,Bills,Success,Credit
2051,244,2023-01-18,Washington,154.5,Target,Shopping,Success,Debit
2052,70,2023-01-23,New York,140.21,Verizon,Bills,Success,Credit
2053,120,2023-01-11,New York,42.85,Uber,Travel,Success,Credit
2054,121,2023-02-18,Miami,13.82,Spotify,Entertainment,Success,Debit
2055,59,2023-04-19,Chicago,38.22,AMC Theaters,Entertainment,Success,Credit
2056,247,2023-04-21,Las Vegas,91.68,Walmart,Shopping,Success,Debit
2057,242,2023-02-07,Chicago,11.94,Netflix,Entertainment,Failed,Debit
2058,194,2023-04-12,Washington,56.12,Uber,Travel,Success,Credit
2059,175,2023-06-06,Detroit,27.41,Walmart,Shopping,Success,Credit
2060,226,2023-03-15,Chicago,207.45,Con Edison,Bills,Success,Debit
2061,232,2023-02-04,Milwaukee,61.69,Uber,Travel,Success,Credit
2062,247,2023-02-26,Las Vegas,13.27,Spotify,Entertainment,Success,Debit
2063,227,2023-03-23,Houston,833.14,Airbnb,Travel,Success,Credit
2064,27,2023-03-06,Charlotte,24.41,Chipotle,Food,Success,Credit
2065,148,2023-05-07,New Orleans,40.1,Verizon,Bills,Success,Credit
2066,220,2023-05-29,New York,21.44,Uber,Travel,Success,Credit
2067,43,2023-02-24,Atlanta,507.71,Airbnb,Travel,Success,Debit
2068,125,2023-05-22,Chicago,10.97,McDonalds,Food,Success,Debit
2069,160,2023-01-07,Houston,240.27,Delta Airlines,Travel,Failed,Credit
2070,80,2023-06-22,Las Vegas,126.01,Walmart,Shopping,Failed,Credit
2071,10,2023-02-15,New York,15.55,Netflix,Entertainment,Success,Debit
2072,205,2023-06-16,Richmond,230.05,Con Edison,Bills,Success,Debit
2073,26,2023-02-14,Chicago,9.43,Spotify,Entertainment,Failed,Credit
2074,135,2023-05-13,Philadelphia,126.88,Comcast,Bills,Success,Credit
2075,158,2023-04-22,Detroit,179.26,Walmart,Shopping,Success,Debit
2076,91,2023-03-21,Chicago,85,Verizon,Bills,Success,Credit
2077,52,2023-04-18,Orlando,4.18,Starbucks,Food,Success,Debit
2078,110,2023-01-22,Houston,17.25,Netflix,Entertainment,Success,Credit
2079,151,2023-06-21,Philadelphia,33.69,Target,Shopping,Success,Debit
2080,42,2023-04-08,Richmond,141.67,Comcast,Bills,Success,Debit
2081,65,2023-06-23,Milwaukee,198.39,Con Edison,Bills,Success,Debit
2082,120,2023-01-19,New York,17.59,Netflix,Entertainment,Success,Credit
2083,34,2023-04-29,Philadelphia,5.89,McDonalds,Food,Success,Credit
2084,249,2023-03-06,New Orleans,92.18,Target,Shopping,Success,Credit
2085,106,2023-05-12,Orlando,68.14,Verizon,Bills,Success,Debit
2086,13,2023-05-15,Houston,282.02,Amazon,Shopping,Success,Debit
2087,107,2023-04-06,Charlotte,129.19,Walmart,Shopping,Success,Debit
2088,13,2023-06-03,Houston,14.36,Uber,Travel,Failed,Debit
2089,18,2023-04-01,Milwaukee,86.42,Verizon,Bills,Success,Debit
2090,245,2023-01-25,Boston,156.7,Amazon,Shopping,Success,Credit
2091,242,2023-05-07,Chicago,575.96,Delta Airlines,Travel,Success,Credit
2092,250,2023-03-23,Atlanta,239.89,Con Edison,Bills,Success,Debit
2093,100,2023-03-22,Baltimore,102.64,Con Edison,Bills,Success,Debit
2094,29,2023-05-17,Nashville,90.13,Uber,Travel,Success,Credit
2095,62,2023-03-24,Boston,801.39,Airbnb,Travel,Success,Credit
2096,150,2023-01-21,Baltimore,81.37,Uber,Travel,Success,Credit
2097,210,2023-01-15,Houston,102.67,Comcast,Bills,Success,Debit
2098,111,2023-06-02,Washington,52.02,Verizon,Bills,Failed,Debit
2099,23,2023-02-08,Atlanta,19.68,Netflix,Entertainment,Failed,Credit
2100,199,2023-02-02,New Orleans,963.66,Airbnb,Travel,Success,Credit
2101,126,2023-01-24,Houston,5.69,Starbucks,Food,Success,Debit
2102,98,2023-05-12,New Orleans,19.21,Netflix,Entertainment,Success,Credit
2103,99,2023-03-06,Atlanta,22.37,Uber,Travel,Success,Debit
2104,121,2023-04-05,Miami,129.14,Delta Airlines,Travel,Success,Credit
2105,43,2023-02-28,Atlanta,18.07,Netflix,Entertainment,Success,Credit
2106,24,2023-03-07,Miami,11.2,Uber,Travel,Success,Credit
2107,185,2023-06-10,Baltimore,84.23,Walmart,Shopping,Success,Credit
2108,163,2023-04-19,Phoenix,227.92,Con Edison,Bills,Success,Credit
2109,172,2023-06-10,Richmond,12.41,Netflix,Entertainment,Success,Debit
2110,75,2023-01-01,Chicago,46.56,Uber,Travel,Success,Debit
2111,213,2023-01-07,Phoenix,102.09,Target,Shopping,Success,Credit
2112,119,2023-04-18,Philadelphia,6.55,Starbucks,Food,Success,Debit
2113,34,2023-06-18,Philadelphia,118.43,Walmart,Shopping,Failed,Debit
2114,242,2023-06-18,Chicago,19.01,Chipotle,Food,Success,Debit
2115,250,2023-01-16,Atlanta,38.51,Chipotle,Food,Success,Debit
2116,28,2023-01-22,Los Angeles,181.46,Con Edison,Bills,Success,Credit
2117,75,2023-06-30,Chicago,19.55,Chipotle,Food,Success,Credit
2118,33,2023-01-03,Houston,12.4,Netflix,Entertainment,Success,Credit
2119,209,2023-02-15,Chicago,85.74,Con Edison,Bills,Success,Credit
2120,163,2023-02-12,Phoenix,12.99,Spotify,Entertainment,Success,Credit
2121,18,2023-06-18,Milwaukee,12.41,Spotify,Entertainment,Success,Credit
2122,176,2023-01-04,Chicago,14.08,AMC Theaters,Entertainment,Success,Credit
2123,200,2023-04-20,Atlanta,86.06,Walmart,Shopping,Success,Credit
2124,231,2023-01-14,Las Vegas,13.37,Spotify,Entertainment,Success,Debit
2125,146,2023-03-11,Las Vegas,145.7,Target,Shopping,Success,Credit
2126,202,2023-04-05,Philadelphia,7.77,McDonalds,Food,Success,Debit
2127,36,2023-01-15,Phoenix,824.87,Comcast,Bills,Success,Credit
2128,214,2023-03-26,Las Vegas,32.22,AMC Theaters,Entertainment,Success,Credit
2129,183,2023-05-15,New Orleans,90.57,Con Edison,Bills,Success,Credit
2130,103,2023-05-18,Baltimore,12.66,Uber,Travel,Failed,Debit
2131,164,2023-06-03,Las Vegas,12.7,Netflix,Entertainment,Success,Debit
2132,126,2023-04-12,Houston,80.91,Uber,Travel,Success,Credit
2133,244,2023-06-09,Washington,110.58,Walmart,Shopping,Success,Debit
2134,120,2023-06-23,New York,143.66,Verizon,Bills,Success,Credit
2135,121,2023-06-12,Miami,94.34,Target,Shopping,Success,Credit
2136,227,2023-03-31,Houston,117.02,Verizon,Bills,Success,Debit
2137,142,2023-06-03,Houston,26.71,Chipotle,Food,Failed,Debit
2138,207,2023-01-23,Charlotte,26.25,Uber,Travel,Success,Debit
2139,58,2023-01-29,Detroit,8.65,Starbucks,Food,Success,Debit
2140,216,2023-02-21,New Orleans,53.99,Chipotle,Food,Success,Credit
2141,8,2023-05-18,Los Angeles,8.61,Starbucks,Food,Failed,Debit
2142,34,2023-06-25,Philadelphia,117.44,Comcast,Bills,Success,Credit
2143,229,2023-06-04,Boston,27.78,Walmart,Shopping,Success,Debit
2144,37,2023-06-14,Las Vegas,183.8,Target,Shopping,Success,Debit
2145,144,2023-06-12,Boston,709.67,Airbnb,Travel,Success,Debit
2146,223,2023-04-14,Orlando,32.52,AMC Theaters,Entertainment,Success,Debit
2147,25,2023-04-10,Detroit,313.42,Amazon,Shopping,Success,Credit
2148,92,2023-04-12,Houston,9.04,Spotify,Entertainment,Success,Debit
2149,69,2023-04-23,Philadelphia,30.81,Uber,Travel,Success,Debit
2150,172,2023-02-13,Richmond,96.12,Verizon,Bills,Success,Debit
2151,8,2023-05-27,Los Angeles,521.33,Airbnb,Travel,Success,Debit
2152,142,2023-02-13,Houston,11.79,Netflix,Entertainment,Success,Credit
2153,41,2023-03-18,Baltimore,6.68,Starbucks,Food,Success,Credit
2154,230,2023-01-28,Phoenix,24.46,Chipotle,Food,Success,Credit
2155,72,2023-03-08,Richmond,827.56,Airbnb,Travel,Failed,Credit
2156,118,2023-01-29,Baltimore,467.65,Airbnb,Travel,Success,Debit
2157,46,2023-01-12,Chicago,92.32,Walmart,Shopping,Success,Credit
2158,91,2023-05-10,Chicago,194.34,Delta Airlines,Travel,Success,Credit
2159,116,2023-04-20,New Orleans,281.25,Delta Airlines,Travel,Success,Debit
2160,26,2023-01-18,Chicago,62.77,Chipotle,Food,Failed,Credit
2161,99,2023-03-05,Atlanta,135.76,Verizon,Bills,Success,Debit
2162,198,2023-01-17,Milwaukee,6.33,Starbucks,Food,Success,Debit
2163,51,2023-03-28,Philadelphia,11.87,Spotify,Entertainment,Success,Credit
2164,228,2023-04-19,Washington,10.95,Netflix,Entertainment,Success,Credit
2165,161,2023-04-10,Washington,42.91,Uber,Travel,Success,Credit
2166,8,2023-02-01,Los Angeles,13.88,Spotify,Entertainment,Success,Debit
2167,140,2023-02-16,Detroit,148.53,Amazon,Shopping,Success,Credit
2168,148,2023-04-22,New Orleans,96.67,Walmart,Shopping,Success,Debit
2169,143,2023-05-02,Washington,59.02,Airbnb,Travel,Success,Debit
2170,3,2023-01-13,Atlanta,260.74,Amazon,Shopping,Success,Credit
2171,235,2023-03-08,Baltimore,14,Netflix,Entertainment,Success,Debit
2172,122,2023-03-28,Richmond,24.76,Uber,Travel,Success,Debit
2173,157,2023-04-28,Charlotte,19.17,Comcast,Bills,Success,Credit
2174,183,2023-05-03,New Orleans,583.5,Delta Airlines,Travel,Failed,Debit
2175,36,2023-06-02,Phoenix,235.12,Con Edison,Bills,Failed,Credit
2176,144,2023-04-12,Boston,145.06,Walmart,Shopping,Success,Credit
2177,207,2023-03-02,Charlotte,142.03,Comcast,Bills,Success,Credit
2178,227,2023-06-17,Houston,91.93,Verizon,Bills,Success,Credit
2179,240,2023-03-29,Charlotte,404.32,Delta Airlines,Travel,Success,Credit
2180,237,2023-05-13,New York,9.14,Starbucks,Food,Success,Credit
2181,49,2023-05-06,Nashville,307.74,Airbnb,Travel,Success,Credit
2182,55,2023-04-04,Miami,695.38,Comcast,Bills,Failed,Credit
2183,11,2023-05-05,Newark,960.8,Comcast,Bills,Success,Debit
2184,249,2023-06-25,New Orleans,128.66,Verizon,Bills,Failed,Debit
2185,190,2023-04-22,Charlotte,37.01,Chipotle,Food,Success,Credit
2186,196,2023-01-30,Phoenix,23.35,AMC Theaters,Entertainment,Success,Debit
2187,226,2023-04-29,Chicago,267.94,Comcast,Bills,Failed,Credit
2188,64,2023-03-17,Las Vegas,74.24,Target,Shopping,Success,Credit
2189,159,2023-03-26,Chicago,71.75,Target,Shopping,Success,Credit
2190,107,2023-06-21,Charlotte,28.48,Chipotle,Food,Success,Debit
2191,126,2023-04-13,Houston,206.5,Amazon,Shopping,Success,Credit
2192,207,2023-06-07,Charlotte,23.41,AMC Theaters,Entertainment,Success,Debit
2193,239,2023-05-20,Richmond,837.92,Comcast,Bills,Success,Debit
2194,122,2023-01-25,Richmond,90.04,Con Edison,Bills,Success,Credit
2195,47,2023-04-03,Charlotte,124.81,Verizon,Bills,Failed,Debit
2196,152,2023-03-11,New York,13.49,Spotify,Entertainment,Success,Credit
2197,221,2023-05-08,Miami,16.72,Netflix,Entertainment,Success,Credit
2198,93,2023-05-01,Washington,513.02,Delta Airlines,Travel,Success,Debit
2199,14,2023-03-11,Philadelphia,7.33,McDonalds,Food,Success,Credit
2200,107,2023-06-25,Charlotte,11.22,Spotify,Entertainment,Failed,Credit
2201,39,2023-06-02,Washington,19.33,Netflix,Entertainment,Success,Debit
2202,226,2023-04-20,Chicago,30.81,AMC Theaters,Entertainment,Success,Debit
2203,118,2023-04-19,Baltimore,398.57,Comcast,Bills,Success,Credit
2204,58,2023-03-21,Detroit,137.43,Amazon,Shopping,Failed,Debit
2205,167,2023-03-09,Atlanta,93.25,Chipotle,Food,Failed,Debit
2206,214,2023-04-06,Las Vegas,7.61,Starbucks,Food,Success,Debit
2207,98,2023-06-15,New Orleans,12.41,Spotify,Entertainment,Success,Debit
